Date,Page Name,CTA Button Text,General Click,Unique Visitor ID,Connect Page Interaction,Connect Master CTA Click,Filter Interaction
"October 03, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Informe del histórico,8811790336004,0,0,0
"October 03, 2023",ITCHISTORYREPORT,Home,Home:Widget: Account Financial,8803074736132,1,0,0
"October 03, 2023",ITCHISTORYREPORT,Statement of Account,Search:1550549,8811790336004,1,0,0
"October 10, 2023",DISPUTES,,,8807209795588,1,0,0
"October 10, 2023",DISPUTES,Contact Details,Contact Details:1209774166 | MDT_0001175127_0000011164,8805203181572,1,0,0
"October 10, 2023",DISPUTES,CTA,CTA:Filter CTA,8809921445892,0,5,0
"October 10, 2023",DISPUTES,Find MDT Contacts,Find MDT Contacts:100002667495,8809921445892,1,1,0
"October 10, 2023",DISPUTES,Header-Menu-Clicks,"Header-Menu-Clicks: App: CENT, Locale: English, Key: commercialStatus.NotRecognized",8803564224516,1,0,0
"October 10, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Disputes Overview,8803564224516,0,0,0
"October 10, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Disputes Overview,8805203181572,0,0,0
"October 10, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Übersicht Rechnungsreklamation,8807209795588,0,0,0
"October 10, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Übersicht Rechnungsreklamation,8809921445892,0,0,0
"October 10, 2023",DISPUTES,Home,Home:Widget: Account Financial,8809921445892,1,0,0
"October 10, 2023",DISPUTES,Invoice,Invoice:More Info 1027719241,8805203181572,1,0,0
"October 10, 2023",DISPUTES,Leave page confirmation,Leave page confirmation:Leave,8805203181572,0,1,0
"October 10, 2023",DISPUTES,Leave page confirmation,Leave page confirmation:Leave,8809921445892,1,0,0
"October 10, 2023",DISPUTES,More Details,More Details:1196778838,8809921445892,0,1,0
"October 10, 2023",DISPUTES,More Details,More Details:1197719296,8809921445892,0,1,0
"October 10, 2023",DISPUTES,More Details,More Details:1209774166,8805203181572,0,1,0
"October 10, 2023",DISPUTES,View Dashboard,View Dashboard:Dashboard Viewed,8809921445892,1,0,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002587602,8805203181572,0,1,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002657158,8805203181572,2,2,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002716850,8805203181572,1,1,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002836763,8805203181572,1,0,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002862185,8803564224516,0,1,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:100002865380,8803564224516,1,1,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:Download Attachments: FR_RJ_PRICING,8803564224516,0,1,0
"October 10, 2023",DISPUTES,View Dispute,View Dispute:Download Attachments: undefined,8803564224516,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,,,8807006699524,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,,,8808879587332,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,,,8809921445892,2,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8809921445892,0,2,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Download,History Report:Cancel,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Download,History Report:Downloaded: excel,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Email,Email:Cancel,8809921445892,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Email,Email:Email Initiated,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Email,Email:Email Initiated,8809921445892,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Error,HOME:Error: Internal Server Error,8811697274884,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8807006699524,0,2,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Find MDT Contacts,Find MDT Contacts:100002667495,8809921445892,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Connect Enterprise | English | paidreason,8803564224516,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8805203181572,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: ITCAccountStatement,8807006699524,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8805701550084,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8809921445892,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805203181572,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8807006699524,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8811697274884,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8803564224516,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8805203181572,3,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8808879587332,5,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8809921445892,5,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811697274884,2,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Orders,8805701550084,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:Less Info 1400358146,8811697274884,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1027719241,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1192908729,8809921445892,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1209774166,8805203181572,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1209775401,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1809037911,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Language Selected,Language Selected:Français (France),8808879587332,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-09T13:31:27.789Z,8805203181572,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Order Detail,Order Detail:Viewed_Order ID - 6217616828,8805203181572,0,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Refine Search,catalog:Facet: Product Group & Value: Sutures,8807006699524,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1,8808879587332,0,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8805203181572,0,0,1
"October 10, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:250997,8808879587332,0,0,1
"October 10, 2023",ITCACCOUNTSTATEMENT,View Dashboard,View Dashboard:Dashboard Viewed,8809921445892,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1192908729,8809921445892,1,1,0
"October 10, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1205609564,8811697274884,1,0,0
"October 10, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1209370913,8805203181572,1,0,0
"October 10, 2023",ITCHISTORYREPORT,CTA,CTA:Filter CTA,8809921445892,0,2,0
"October 10, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Downloaded: 1196567921,8809921445892,0,1,0
"October 10, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Initiated Invoice,8809921445892,0,1,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8807209795588,0,0,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8809921445892,0,0,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8803564224516,0,0,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8805203181572,0,0,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Home,8803564224516,1,0,0
"October 10, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805203181572,1,0,0
"October 10, 2023",ITCHISTORYREPORT,History Report,Filter Applied:Document Type | Invoice,8809921445892,0,0,1
"October 10, 2023",ITCHISTORYREPORT,History Report,Filter Applied:From Date Applied,8809921445892,0,0,1
"October 10, 2023",ITCHISTORYREPORT,History Report,Filter Applied:Invoices Only: Turned On,8809921445892,0,0,1
"October 10, 2023",ITCHISTORYREPORT,History Report,Filter Applied:To Date Applied,8809921445892,0,0,1
"October 10, 2023",ITCHISTORYREPORT,Invoice,Invoice:More Info 1196567921,8809921445892,0,1,0
"October 10, 2023",ITCHISTORYREPORT,Language Selected,Language Selected:Deutsch (Deutschland),8803564224516,0,1,0
"October 10, 2023",ITCHISTORYREPORT,Search Term,manageActiveCustomers:apolog,8807209795588,1,0,0
"October 10, 2023",ITCHISTORYREPORT,View Dashboard,View Dashboard:Dashboard Viewed,8809921445892,1,0,0
"October 10, 2023",ITCHISTORYREPORT,View Invoice,View Invoice:1196567921,8809921445892,1,1,0
"October 04, 2023",DISPUTES,Download,Statement of Account:Cancel,8809167716356,1,0,0
"October 04, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Disputes Overview,8805859426308,0,0,0
"October 04, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8805859426308,1,0,0
"October 04, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Panoramica contestazioni,8809167716356,0,0,0
"October 04, 2023",DISPUTES,View Dispute,View Dispute:100002836763,8805859426308,1,0,0
"October 04, 2023",DISPUTES,View Dispute,View Dispute:100002868907,8805859426308,1,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,,,8810052517892,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8807006699524,0,7,0
"October 04, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8809167716356,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Cancel,8809167716356,0,2,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Download Initiated,8809167716356,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Downloaded: excel,8809167716356,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8809167716356,0,3,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel,8805859426308,1,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8811395809284,0,27,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027015299,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027194665,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027215132,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027224968,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027387082,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1027700246,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209145047,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209177255,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209221923,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209257465,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209287898,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209309311,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209360109,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209491477,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209668441,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209725346,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Downloaded: 1209737540,8811395809284,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Initiated Invoice,8811395809284,0,19,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Extracto de cuenta,8811790270468,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Relevé de compte,8807071088644,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805859426308,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8806779715588,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8807071088644,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8809167716356,2,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8810052517892,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811395809284,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811790270468,4,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:Less Info 1047074357,8807071088644,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:Less Info 1800004269,8807006699524,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1199813750,8811790270468,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-03T12:07:18.832Z,8809167716356,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-03T14:15:34.350Z,8807006699524,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_Internal : 2023-10-03T14:00:22.877Z,8805859426308,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Search Term,manageActiveCustomers:chu rennes,8807071088644,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Shipments,Shipments:View Packing Slip: 6219568916,8811790270468,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1,8809167716356,1,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1026149594,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027015299,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027194664 1027215132 1027194665,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027284994 1027387082,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027700246 1027224968,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027703179,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1027731669 1209616383 1209668441 1209697099,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1209177255 1209221923 1209287898 1209309311,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1209339865,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1209385706,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1209616383 1209638838 1209695310 1209697099 1209720950 1209737540,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Clear Search:1209668441,8811395809284,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Commercial satus | Outstanding,8807006699524,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Commercial satus | Past due,8807006699524,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Commercial satus | Unpaid,8807006699524,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Dispute status | Open,8807006699524,0,0,3
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Dispute status | Resolved,8807006699524,0,0,2
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Document Type | Credit,8807006699524,0,0,2
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Document Type | Invoice,8807006699524,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Invoices Only: Turned On,8809167716356,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8807006699524,0,0,2
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8809167716356,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Interaction:Filter Clear,8807006699524,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:clearFacet | clearFacet,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Commercial satus | Outstanding,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Commercial satus | Past due,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Commercial satus | Unpaid,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Dispute status | Open,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Invoices Only: Turned Off,8809167716356,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:View All Accounts: Turned Off,8807006699524,0,0,0
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1022694,8809167716356,0,0,2
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1024991564 1026115804,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027015299,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027284994 1027387082,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027313022 1209145047 1209257465 1209360109 1209491477 1209607603 1209724573 1209725346,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027700246 1027224968,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027703179,8811395809284,0,0,2
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1027731669 1209616383 1209668441 1209697099,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1047271023,8807006699524,1,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1209177255 1209221923 1209287898 1209309311,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1209339865,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1209385706,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1209616383 1209638838 1209695310 1209697099 1209720950 1209737540,8811395809284,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1209668441,8811395809284,0,0,1
